Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad	Tension	Intensidad
mv	uA	mV	uA	mV	uA	mV	uA	mv	uA	mV	uA
Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control CNEA Calcinado SOlucion Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI As Sputter Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Fe 1mM	Au Control INTI Calcinado Ru 1mM	Au Control INTI Calcinado Ru 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control CNEA Calcinado Ru amino 1mM	Au Control INTI As Sputter Ru 1mM	Au Control INTI As Sputter Ru 1mM
546.3528	3.040212	546.2574	3.654658	546.2509	1.157998						
545.3332	3.038675	545.2431	3.652388	545.244	1.15492						
544.3051	3.039854	544.2424	3.649246	544.2856	1.154107						
543.2964	3.040884	543.2603	3.645627	543.3005	1.152257						
542.2878	3.039776	542.2793	3.64157	542.3046	1.149378						
541.2808	3.035234	541.2791	3.637345	541.2781	1.147922						
540.2955	3.028192	540.2582	3.634944	540.2527	1.14436						
539.3087	3.023357	539.2544	3.630918	539.233	1.141095						
538.3136	3.019961	538.2418	3.629027	538.2452	1.138923						
537.3176	3.015914	537.2485	3.627134	537.2644	1.135381						
536.3226	3.014215	536.2811	3.625668	536.2765	1.132645						
535.2952	3.009444	535.2911	3.624769	535.2954	1.130286						
534.2993	3.006062	534.296	3.622382	534.2872	1.128342						
533.2999	3.005028	533.3063	3.619686	533.2907	1.128495						
532.2947	3.003518	532.3016	3.615693	532.2869	1.123678						
531.3117	3.003249	531.3003	3.611611	531.2612	1.123132						
530.3086	3.002333	530.3018	3.608766	530.2682	1.120916						
529.3268	2.999521	529.2885	3.605967	529.2769	1.115111						
528.3363	2.996305	528.2725	3.604991	528.2426	1.113789						
527.336	2.99284	527.2705	3.605922	527.2556	1.109993						
526.327	2.991771	526.2881	3.604076	526.2324	1.106501						
525.3016	2.992497	525.2905	3.602731	525.205	1.106054						
524.2815	2.990821	524.3035	3.59873	524.2527	1.104952						
523.2819	2.988245	523.3195	3.593904	523.2532	1.100157						
522.3049	2.981554	522.3168	3.590238	522.2634	1.098519						
521.3219	2.974161	521.3124	3.585669	521.2556	1.093662						
520.3414	2.970318	520.3013	3.58173	520.2461	1.087671						
519.3499	2.966734	519.2894	3.577876	519.2537	1.08918						
518.3558	2.965408	518.2737	3.574926	518.2671	1.085107						
517.3555	2.9633	517.2844	3.573525	517.2985	1.084425						
516.3647	2.959124	516.2998	3.572816	516.2885	1.083076						
515.3585	2.956303	515.2874	3.571034	515.2892	1.079589						
514.3453	2.953635	514.3049	3.568899	514.2829	1.079028						
513.3516	2.951385	513.317	3.566594	513.2922	1.077002						
512.3456	2.951276	512.3103	3.562344	512.2988	1.076481						
511.3651	2.949295	511.3316	3.558781	511.3172	1.072113						
510.3793	2.944875	510.3179	3.556666	510.3341	1.067857						
509.3871	2.940347	509.3195	3.55448	509.3354	1.062412						
508.3864	2.934684	508.3168	3.553083	508.3561	1.058561						
507.374	2.932605	507.3175	3.551617	507.3239	1.055842						
506.3438	2.930216	506.3271	3.546829	506.3085	1.053118						
505.3003	2.929001	505.3105	3.542156	505.2987	1.051897						
504.2751	2.928151	504.3102	3.538901	504.2783	1.050009						
503.2642	2.924222	503.2889	3.534787	503.2823	1.045359						
502.2783	2.922569	502.2723	3.532477	502.2648	1.042246						
501.2983	2.921848	501.266	3.529677	501.2515	1.038844						
500.3029	2.917807	500.2572	3.525367	500.231	1.033525						
499.299	2.915519	499.2613	3.522658	499.2354	1.032131						
498.295	2.913081	498.2587	3.520361	498.2667	1.031829						
497.2981	2.906387	497.267	3.517706	497.2859	1.029034						
496.3004	2.903039	496.2646	3.515427	496.2797	1.027846						
495.2976	2.899776	495.2621	3.51223	495.2656	1.025465						
494.2794	2.895684	494.2697	3.50887	494.2537	1.019999						
493.265	2.894002	493.2699	3.506223	493.2186	1.017192						
492.2705	2.892327	492.2774	3.503238	492.2146	1.014344						
491.2744	2.888687	491.2765	3.502037	491.2244	1.010309						
490.2843	2.884637	490.2685	3.50084	490.2187	1.00623						
489.2783	2.88166	489.2769	3.497344	489.2437	1.002315						
488.2838	2.879499	488.2572	3.494076	488.2743	1.000428						
487.2961	2.877201	487.2686	3.488334	487.2921	0.998274						
486.2983	2.876685	486.2979	3.482278	486.313	0.99704						
485.3444	2.875352	485.3185	3.477603	485.3282	0.99555						
484.3474	2.870499	484.342	3.472379	484.3399	0.990176						
483.3498	2.867566	483.3473	3.468813	483.3121	0.984687						
482.3488	2.864058	482.3289	3.464458	482.2877	0.979662						
481.3149	2.860138	481.2959	3.460903	481.275	0.973723						
480.3107	2.857927	480.2966	3.458618	480.2584	0.970621						
479.3082	2.856146	479.2788	3.455804	479.2748	0.970578						
478.3223	2.853197	478.2648	3.452723	478.2813	0.97014						
477.3366	2.850056	477.2612	3.450322	477.2906	0.969644						
476.3406	2.847179	476.2646	3.446814	476.2859	0.966627						
475.3236	2.843291	475.2773	3.44328	475.3037	0.961459						
474.3151	2.840311	474.2989	3.440088	474.3094	0.957012						
473.3105	2.838685	473.302	3.436673	473.2939	0.953023						
472.3182	2.837091	472.3042	3.432978	472.3211	0.950413						
471.3276	2.835109	471.3004	3.429084	471.3008	0.94701						
470.3242	2.832666	470.2935	3.42517	470.2846	0.942191						
469.3143	2.830734	469.3107	3.421807	469.2875	0.93998						
468.3065	2.827111	468.3024	3.416731	468.2606	0.937063						
467.303	2.823745	467.3019	3.412097	467.2614	0.934961						
466.3133	2.821941	466.3167	3.408667	466.2836	0.934996						
465.3188	2.817541	465.3093	3.402161	465.32	0.93087						
464.3218	2.814885	464.3055	3.398363	464.3276	0.927601						
463.3259	2.813151	463.3083	3.395873	463.3254	0.923069						
462.3329	2.811362	462.2975	3.390234	462.3233	0.916945						
461.3453	2.810498	461.2853	3.388409	461.2984	0.913522						
460.3509	2.809219	460.2991	3.384014	460.2939	0.911654						
459.3719	2.808173	459.3204	3.378691	459.2991	0.912291						
458.3808	2.804125	458.3241	3.375357	458.2996	0.910425						
457.357	2.799749	457.331	3.369816	457.3063	0.906637						
456.3519	2.796325	456.3181	3.365859	456.3051	0.901572						
455.339	2.791274	455.2887	3.362109	455.3092	0.894782						
454.3091	2.789064	454.2854	3.360228	454.2983	0.890641						
453.3374	2.790298	453.289	3.360221	453.2885	0.886378						
452.332	2.787944	452.2946	3.357055	452.2928	0.880423						
451.333	2.786464	451.2987	3.354462	451.2845	0.876394						
450.3429	2.783061	450.2875	3.348846	450.2892	0.872235						
449.3373	2.776503	449.2776	3.341971	449.2789	0.869131						
448.3524	2.772444	448.2694	3.339085	448.2891	0.86881						
447.3586	2.768555	447.2794	3.335148	447.3105	0.866311						
446.3524	2.765739	446.299	3.331715	446.3129	0.862653						
445.3406	2.763779	445.3113	3.329991	445.3195	0.859636						
444.3221	2.761195	444.3149	3.329756	444.3153	0.854088						
443.3038	2.75915	443.3163	3.32712	443.2969	0.848949						
442.3151	2.75813	442.2839	3.325778	442.2915	0.846047						
441.3085	2.757725	441.2798	3.321481	441.2874	0.842582						
440.327	2.758693	440.2911	3.316304	440.2809	0.840842						
439.3322	2.757212	439.2683	3.311377	439.277	0.837779						
438.3479	2.75456	438.2907	3.306589	438.2821	0.832548						
437.3721	2.749856	437.2907	3.304892	437.2931	0.828224						
436.3552	2.743887	436.3078	3.300802	436.3091	0.821286						
435.3597	2.742662	435.3214	3.298418	435.3117	0.818254						
434.3675	2.742727	434.3517	3.296579	434.316	0.814625						
433.3633	2.743694	433.3732	3.29137	433.3134	0.808311						
432.3752	2.743576	432.3626	3.287301	432.3014	0.804328						
431.3772	2.738373	431.3614	3.284111	431.3178	0.798207						
430.3681	2.732447	430.322	3.279656	430.3177	0.793056						
429.3818	2.727711	429.3088	3.277923	429.3229	0.790781						
428.3705	2.725191	428.3047	3.276158	428.3348	0.788463						
427.3681	2.722761	427.3248	3.275271	427.3308	0.785907						
426.3362	2.719432	426.3581	3.274496	426.34	0.783836						
425.2968	2.71526	425.362	3.272837	425.321	0.780166						
424.3004	2.711741	424.3716	3.272709	424.3289	0.7758						
423.3037	2.709308	423.3703	3.269718	423.3273	0.772054						
422.3285	2.708518	422.3578	3.267491	422.3221	0.769352						
421.3546	2.70849	421.3589	3.264563	421.3687	0.765694						
420.3589	2.706238	420.3491	3.259497	420.3604	0.759571						
419.3763	2.704201	419.3413	3.256705	419.3662	0.754251						
418.3814	2.702138	418.3421	3.255149	418.3712	0.747419						
417.3797	2.697985	417.337	3.254574	417.3466	0.740833						
416.374	2.697531	416.3363	3.253987	416.3353	0.738208						
415.3583	2.699944	415.3566	3.251905	415.3468	0.734379						
414.3364	2.698593	414.3663	3.248702	414.3393	0.729188						
413.3609	2.69737	413.3771	3.244433	413.3423	0.725444						
412.3793	2.693042	412.3705	3.240556	412.3428	0.719981						
411.4005	2.685611	411.3648	3.237894	411.3278	0.71453						
410.4385	2.680961	410.3547	3.233947	410.3355	0.710956						
409.4279	2.677714	409.3477	3.23147	409.3273	0.707372						
408.4419	2.676351	408.3604	3.230218	408.3471	0.705296						
407.4209	2.672727	407.3497	3.228379	407.3542	0.701675						
406.4053	2.669445	406.345	3.227088	406.3437	0.698508						
405.3919	2.667688	405.3545	3.226808	405.3881	0.695026						
404.3579	2.662809	404.3546	3.225058	404.3706	0.689337						
403.358	2.662301	403.3607	3.222741	403.3641	0.686078						
402.3589	2.663429	402.3642	3.220921	402.3757	0.681222						
401.3723	2.661113	401.3587	3.21529	401.3203	0.675066						
400.384	2.659556	400.3494	3.213591	400.331	0.669889						
399.3804	2.656463	399.351	3.21265	399.3392	0.664138						
398.3728	2.651181	398.3423	3.212274	398.3349	0.659407						
397.3735	2.648819	397.342	3.213154	397.3367	0.655185						
396.3764	2.647857	396.351	3.209477	396.3201	0.651247						
395.3915	2.645635	395.347	3.205328	395.3226	0.646876						
394.3722	2.642598	394.3557	3.200384	394.3195	0.640248						
393.3376	2.63798	393.3525	3.196454	393.3302	0.635087						
392.3333	2.635343	392.3499	3.194166	392.3215	0.629949						
391.3199	2.631758	391.3302	3.191767	391.3219	0.624153						
390.3232	2.630232	390.3143	3.189953	390.309	0.62113						
389.3487	2.630803	389.3326	3.188141	389.3046	0.619048						
388.3526	2.626913	388.3231	3.185527	388.3122	0.615126						
387.3615	2.624437	387.3371	3.185058	387.2902	0.613857						
386.3703	2.621188	386.3569	3.183775	386.3021	0.611405						
385.3661	2.616249	385.3264	3.180811	385.3047	0.606219						
384.3659	2.613217	384.3526	3.179775	384.3195	0.601553						
383.3638	2.612768	383.3657	3.176045	383.3194	0.594477						
382.3769	2.611754	382.3715	3.172314	382.3063	0.588691						
381.3819	2.609833	381.3918	3.171345	381.3074	0.581816						
380.3767	2.608023	380.3602	3.170714	380.2748	0.576888						
379.3735	2.605054	379.3312	3.169645	379.2903	0.573797						
378.3518	2.601463	378.3252	3.168162	378.298	0.568406						
377.3403	2.599984	377.316	3.165179	377.2838	0.566323						
376.3409	2.597984	376.3452	3.160572	376.3014	0.562695						
375.3347	2.593776	375.3486	3.156394	375.2991	0.557463						
374.3518	2.590431	374.3288	3.153231	374.2777	0.552603						
373.3543	2.58537	373.3298	3.151368	373.283	0.547734						
372.3649	2.581962	372.3172	3.14852	372.2949	0.540359						
371.3825	2.57968	371.325	3.14606	371.2955	0.53464						
370.3703	2.577008	370.338	3.144365	370.3394	0.530438						
369.3837	2.574245	369.3317	3.140013	369.3389	0.52404						
368.3754	2.571248	368.3109	3.137155	368.3314	0.520746						
367.3465	2.566765	367.3175	3.135221	367.3141	0.518374						
366.3498	2.56284	366.3093	3.132483	366.2943	0.51568						
365.3409	2.560548	365.3211	3.131416	365.2979	0.512446						
364.3288	2.556577	364.3234	3.129711	364.303	0.508256						
363.3344	2.555295	363.3347	3.127802	363.3323	0.502314						
362.32	2.554204	362.3516	3.126397	362.3311	0.497693						
361.31	2.551372	361.3425	3.125088	361.339	0.492333						
360.3176	2.54961	360.3683	3.123356	360.3394	0.488894						
359.3416	2.546359	359.3673	3.119418	359.3162	0.482364						
358.3689	2.541952	358.3546	3.114925	358.3042	0.476162						
357.3863	2.537453	357.3541	3.110019	357.3082	0.472436						
356.3731	2.532289	356.352	3.104626	356.3175	0.46709						
355.3553	2.527399	355.333	3.100342	355.3186	0.463985						
354.3378	2.524113	354.3436	3.096677	354.3262	0.459						
353.3043	2.521647	353.338	3.09299	353.33	0.454127						
352.3137	2.518461	352.331	3.089821	352.3268	0.449596						
351.3088	2.518774	351.3321	3.087809	351.3268	0.445534						
350.3021	2.515359	350.3228	3.085035	350.3258	0.441513						
349.3329	2.512386	349.3184	3.081858	349.2875	0.437219						
348.3197	2.507343	348.314	3.079219	348.2631	0.434584						
347.3289	2.502375	347.3199	3.075833	347.2548	0.431181						
346.3317	2.497972	346.3069	3.071938	346.2521	0.426403						
345.3173	2.492823	345.3206	3.068857	345.2776	0.422542						
344.3201	2.491574	344.3264	3.065097	344.2893	0.417785						
343.3201	2.484476	343.3235	3.060743	343.2962	0.411341						
342.3311	2.481312	342.3419	3.056458	342.298	0.406883						
341.3301	2.477333	341.3428	3.053148	341.2936	0.402591						
340.3384	2.469764	340.3265	3.049116	340.3002	0.396541						
339.3177	2.46547	339.307	3.045479	339.3078	0.39239						
338.3224	2.461078	338.3043	3.042718	338.3138	0.388233						
337.3192	2.454711	337.2928	3.038584	337.3044	0.38208						
336.3206	2.451553	336.299	3.036043	336.2972	0.377838						
335.3355	2.448246	335.3086	3.035353	335.291	0.373998						
334.3203	2.442311	334.3088	3.03389	334.2711	0.370368						
333.318	2.439524	333.3255	3.032215	333.3078	0.366865						
332.3141	2.437715	332.3466	3.029274	332.3215	0.363285						
331.3366	2.434745	331.3657	3.023493	331.3191	0.35957						
330.352	2.430297	330.3708	3.015388	330.3488	0.353538						
329.354	2.425776	329.3519	3.006176	329.3219	0.348264						
328.3676	2.420096	328.3337	2.99815	328.33	0.343492						
327.3412	2.412362	327.3176	2.990698	327.3337	0.337763						
326.3329	2.40743	326.3099	2.986583	326.3214	0.334132						
325.3438	2.402806	325.322	2.983165	325.3442	0.331248						
324.3226	2.397454	324.3319	2.97722	324.3401	0.326787						
323.3151	2.395578	323.3622	2.971484	323.3571	0.323286						
322.3215	2.39105	322.3599	2.963566	322.3568	0.319501						
321.3273	2.383317	321.3654	2.955355	321.3651	0.313128						
320.3427	2.375603	320.3619	2.949033	320.3537	0.308291						
319.3627	2.366951	319.3616	2.943365	319.3504	0.303309						
318.3472	2.358822	318.3742	2.937804	318.3567	0.29698						
317.3445	2.350881	317.3806	2.933283	317.3509	0.292803						
316.3413	2.343757	316.3698	2.928801	316.3574	0.288152						
315.3419	2.33677	315.3475	2.924041	315.3459	0.283365						
314.3636	2.330653	314.3376	2.919744	314.3434	0.280915						
313.3585	2.327075	313.3161	2.914439	313.3295	0.278193						
312.3769	2.324388	312.3229	2.908891	312.3552	0.275124						
311.3807	2.319945	311.329	2.90034	311.363	0.27096						
310.382	2.314698	310.3358	2.891754	310.3854	0.265336						
309.4008	2.309067	309.3409	2.883663	309.4065	0.259026						
308.4099	2.299718	308.3441	2.874899	308.3826	0.253022						
307.4113	2.291731	307.3434	2.869093	307.3775	0.248613						
306.4109	2.286769	306.3665	2.863858	306.3751	0.244932						
305.3789	2.27993	305.4057	2.855119	305.368	0.240232						
304.3654	2.274101	304.3929	2.844594	304.3655	0.236078						
303.3731	2.266639	303.387	2.832738	303.3775	0.232159						
302.3604	2.256969	302.3583	2.819283	302.3542	0.227573						
301.3854	2.247652	301.3223	2.810393	301.3364	0.22318						
300.3744	2.237288	300.337	2.802969	300.3306	0.218016						
299.3645	2.228221	299.3439	2.796946	299.3276	0.212169						
298.3615	2.216892	298.3375	2.790551	298.3291	0.206574						
297.3241	2.207379	297.3304	2.782951	297.3246	0.202019						
296.3154	2.198742	296.3194	2.777204	296.3148	0.197972						
295.3066	2.189099	295.3212	2.765382	295.3089	0.194241						
294.2989	2.180491	294.3232	2.756736	294.3087	0.191507						
293.3297	2.17125	293.3478	2.748242	293.3134	0.18755						
292.3336	2.162607	292.3323	2.73524	292.3253	0.180848						
291.3341	2.154034	291.3278	2.726272	291.3162	0.173422						
290.3354	2.145722	290.3257	2.713747	290.3201	0.165752						
289.3157	2.135048	289.2954	2.700543	289.3326	0.158838						
288.3045	2.123952	288.3015	2.69018	288.3274	0.155251						
287.3087	2.112805	287.3004	2.678997	287.3333	0.152315						
286.3323	2.10199	286.3118	2.668868	286.3091	0.147758						
285.3376	2.091064	285.3167	2.657556	285.2831	0.14452						
284.343	2.078056	284.3205	2.644378	284.2974	0.139882						
283.3252	2.064512	283.312	2.630571	283.3008	0.136487						
282.3119	2.049932	282.3007	2.614981	282.332	0.133809						
281.3171	2.036225	281.3203	2.59856	281.3692	0.12881						
280.328	2.024148	280.3412	2.583541	280.3671	0.125368						
279.3469	2.010604	279.3694	2.568243	279.3635	0.118571						
278.3642	1.997748	278.3861	2.552569	278.3669	0.111858						
277.3681	1.98362	277.3802	2.536653	277.3468	0.107961						
276.3494	1.966511	276.3643	2.518558	276.3312	0.102524						
275.3185	1.951196	275.3472	2.502037	275.3327	0.099861						
274.2979	1.935687	274.3416	2.48572	274.3066	0.096637						
273.2833	1.919803	273.3221	2.468545	273.2994	0.090318						
272.3082	1.905944	272.3331	2.453116	272.3158	0.083483						
271.3296	1.890465	271.3367	2.436034	271.3095	0.075062						
270.3313	1.873139	270.3303	2.418933	270.339	0.067976						
269.3539	1.857093	269.3512	2.401614	269.3426	0.061939						
268.3486	1.839746	268.3682	2.3822	268.3386	0.055926						
267.3378	1.821331	267.3594	2.361397	267.3508	0.05114						
266.3388	1.802875	266.348	2.340092	266.3416	0.0455						
265.3241	1.782134	265.333	2.317041	265.3376	0.040604						
264.3109	1.762067	264.3072	2.294701	264.3338	0.036905						
263.3193	1.740873	263.3084	2.272832	263.332	0.032841						
262.3137	1.720967	262.3259	2.251569	262.3291	0.027826						
261.32	1.70273	261.3411	2.233124	261.3529	0.022984						
260.3344	1.6798	260.3499	2.210706	260.3597	0.016593						
259.3342	1.659414	259.3487	2.188244	259.3669	0.009412						
258.3593	1.636937	258.359	2.164779	258.3655	0.005368						
257.3563	1.610782	257.359	2.137451	257.3529	0.001169						
256.3574	1.588327	256.363	2.111942	256.3446	-0.00152						
255.3682	1.564202	255.3568	2.085716	255.355	-0.00547						
254.3598	1.538818	254.3631	2.056362	254.371	-0.013011						
253.3692	1.514348	253.3581	2.029179	253.3757	-0.021024						
252.3557	1.488461	252.3659	2.001325	252.3823	-0.030569						
251.344	1.461663	251.3777	1.971832	251.3712	-0.037595						
250.3348	1.434525	250.3559	1.942193	250.3628	-0.043899						
249.3205	1.406672	249.3631	1.910238	249.345	-0.051278						
248.3318	1.377568	248.3591	1.878098	248.3521	-0.056862						
247.3443	1.346137	247.34	1.841852	247.3335	-0.064151						
246.3433	1.313038	246.3331	1.804292	246.3175	-0.070459						
245.3511	1.282664	245.3277	1.770225	245.3273	-0.07557						
244.3418	1.24979	244.3091	1.732518	244.305	-0.081579						
243.3372	1.219177	243.3273	1.699212	243.3155	-0.08682						
242.3606	1.19138	242.3482	1.668886	242.3307	-0.092337						
241.367	1.158048	241.3477	1.631681	241.3228	-0.098826						
240.3834	1.126035	240.3555	1.596291	240.3388	-0.105418						
239.3873	1.091923	239.3472	1.559064	239.3326	-0.111971						
238.3557	1.053755	238.3327	1.518371	238.314	-0.117481						
237.3442	1.015954	237.3182	1.478816	237.2918	-0.121987						
236.3352	0.976902	236.3164	1.436993	236.286	-0.12756						
235.3257	0.937447	235.3235	1.394129	235.282	-0.134174						
234.3354	0.896826	234.3197	1.351156	234.2964	-0.141917						
233.3413	0.858116	233.3221	1.308099	233.3347	-0.149867						
232.3386	0.82159	232.3263	1.265388	232.3387	-0.156512						
231.3536	0.782846	231.3152	1.220561	231.3511	-0.163131						
230.3507	0.744398	230.3298	1.174515	230.3531	-0.169817						
229.3855	0.704687	229.358	1.128491	229.3506	-0.178151						
228.3976	0.659246	228.3549	1.077952	228.344	-0.18546						
227.3837	0.612479	227.3535	1.023612	227.348	-0.192488						
226.3697	0.56643	226.3285	0.967408	226.341	-0.199718						
225.3344	0.516077	225.3027	0.906668	225.3229	-0.205384						
224.3315	0.46767	224.3094	0.849001	224.3203	-0.21187						
223.3346	0.421827	223.329	0.796401	223.3082	-0.219715						
222.3484	0.374027	222.3523	0.746043	222.3241	-0.225263						
221.3581	0.327321	221.3657	0.69695	221.366	-0.231216						
220.3577	0.277581	220.3568	0.645453	220.3714	-0.23853						
219.3744	0.226612	219.3391	0.591147	219.3934	-0.244284						
218.3894	0.174491	218.3373	0.532953	218.387	-0.251877						
217.3904	0.120684	217.3385	0.472488	217.3655	-0.259513						
216.3992	0.067771	216.3537	0.412907	216.3583	-0.26645						
215.3927	0.011997	215.3688	0.352062	215.3353	-0.273484						
214.3591	-0.043956	214.3723	0.290322	214.3282	-0.281133						
213.3383	-0.095784	213.3671	0.230079	213.3257	-0.28799						
212.3375	-0.150937	212.3569	0.166253	212.3398	-0.293843						
211.3333	-0.206528	211.3754	0.100986	211.3455	-0.300291						
210.3497	-0.263854	210.3937	0.036448	210.3562	-0.307448						
209.3686	-0.32718	209.4026	-0.0316619999999999	209.3449	-0.314563						
208.3609	-0.388056	208.4054	-0.0996670000000002	208.3502	-0.323318						
207.3834	-0.452081	207.3915	-0.169019	207.3609	-0.330746						
206.4133	-0.516089	206.3802	-0.240242	206.3821	-0.33792						
205.4175	-0.578071	205.3938	-0.309526	205.4146	-0.345277						
204.4308	-0.639802	204.4015	-0.378912	204.4361	-0.3513						
203.4153	-0.700897	203.414	-0.448758	203.4527	-0.357247						
202.4053	-0.764352	202.4226	-0.518339	202.4277	-0.362441						
